00;PARTNER;2022-10-17 20:32:49;01
02;1;7368d30b-4d81-4dc5-b622-a71a728e2db1;Arnaldo Pereira;arnaldopereira@gmail.com;75938502821;true;(11)9827818751;false;2022-10-17T12:23:05;2022-10-17T18:36:48;2022-10-17T12:39:49;false
02;2;063fefc9-1abe-4bf2-8b56-00c47765daed;Bernardo dos Santos;bernardosantos@gmail.com;75938502892;false;(11)9827818792;false;2022-10-17T12:24:38;2022-10-17T20:29:28;null;true
02;3;fc653f66-6f59-4f21-8ab6-13b1c2daf028;Cintia Moraes;cintiamoraes@gmail.com;75938502893;false;(11)9827818793;false;2022-10-17T12:26:34;2022-10-17T12:26:34;null;true
02;4;e24919bb-23a6-43b3-b1cb-e9c60c4d885d;Daneila Silveira;danisilveira@gmail.com;75938502894;false;(11)9827818794;false;2022-10-17T12:27:59;2022-10-17T12:27:59;null;true
02;5;2014e85f-f3f7-4590-b8cc-82c9579611d3;Elias Mattos;eliasmattos@gmail.com;75938502895;false;(11)9827818795;false;2022-10-17T12:29:22;2022-10-17T12:29:22;null;true
02;6;516887b2-83ab-4b1b-8367-fb4df1790061;Fabiana Antunes;fabiantunes@gmail.com;75938502896;false;(11)9827818796;false;2022-10-17T12:30:21;2022-10-17T12:30:21;null;true
02;7;ad18bb3a-01ed-46e1-860b-d8f7fb1ee1e6;Gisele Almeida;gialmeida@gmail.com;75938502897;false;(11)9827818797;false;2022-10-17T12:32:38;2022-10-17T17:41:14;2022-10-17T17:40:41;false
02;8;8d600679-5af8-4940-96fe-08d5b6ab5dd3;Henrique Toledo;henriquetoledo@gmail.com;75938502898;false;(11)9827818798;false;2022-10-17T12:33:26;2022-10-17T12:33:26;null;true
02;9;b758a221-a292-42f8-863d-4d4d3db7ba72;Joselino Aquile;joselinoaqlcna@gmail.com;509920283718;false;(11)9827818727;false;2022-10-17T17:47:37;2022-10-17T17:47:37;null;true
02;10;a87f44ba-0a51-4c98-9d61-a4c052abef8a;Monteiro;monteiro@gmail.com;509920283710;true;(11)9827818710;false;2022-10-17T20:27:52;2022-10-17T20:30:25;2022-10-17T20:30:25;false
01;10
